Setup,Learning_scenario,Metric,NHiTS,NBEATS,Transformer,TSMixer
GP2_to_Bavaria,four_weeks_training,MSE,0.0003403830109384,2.331667685373263,0.0005042766081329,0.0005013491630493
GP2_to_Bavaria,four_weeks_training,MAE,0.0101296138106563,0.9429457318602186,0.0117402404165742,0.0116148910531068
GP2_to_ELD,Zero-Shot,MSE,0.9884330647705244,3.952593744994648e+23,0.960147064750212,1.1163130706026607
GP2_to_ELD,Zero-Shot,MAE,0.807101722833884,79176060922.9781,0.8121968180376248,0.8035877426392841
GP2_to_ELD,four_weeks_tl,MSE,0.4968519149361736,8.126330992551254e+24,0.9495710038790738,0.3628269449474602
GP2_to_ELD,four_weeks_tl,MAE,0.5253008741096858,1628333381103.416,0.8109574167832841,0.4069665956997523
GP2_to_ELD,full_tl,MSE,0.3699693305105188,424383620056953.44,0.9493941064298588,0.261170093459587
GP2_to_ELD,full_tl,MAE,0.4210047773527403,13797968.44069343,0.8099879736665392,0.3430611732123542
GP2_to_ELD,full_training,MSE,0.3435636817538825,1923507591672.5256,0.9472508471812644,0.230323689343938
GP2_to_ELD,full_training,MAE,0.4051376353323894,971221.7301551095,0.8093187714362666,0.3158457871988742
GP2_to_ELD,four_weeks_training,MSE,0.4178027910907773,6.576755155806324e+18,0.9538927787411822,0.3597530537985102
GP2_to_ELD,four_weeks_training,MAE,0.4567717345309083,1774727827.2116787,0.8129258854110746,0.4076019541299256
