Source,Learning_scenario,NHiTS,Transformer,TSMixer,iTransformer,TimeGPT,Mean MSE
ELD,Zero-Shot,1.6191462546527,1.6183322449885,2.0457738056861,195.0434446334839,22.9165225090192,44.64864388956608
ELD,four_weeks_tl,0.46970098882210004,0.49215135504699997,0.5212843547352,0.8369934512302,,0.580032537458625
ELD,full_tl,0.2851175757755,0.32779122708840003,0.2761349128239,0.2552048244979,,0.286062135046425
GP2,Zero-Shot,1.6531845999865,1.7006591593654,1.3325940491278,232.9590916633606,22.9165225090192,52.11241039617189
GP2,four_weeks_tl,0.38853145553150004,0.48761154179870003,0.4816715347646,0.4228723701089,,0.445171725550925
GP2,full_tl,0.2770908082848,0.3257202297942,0.2731097425346,0.3090642567258,,0.29624625933485
Bavaria,four_weeks_training,0.355058487168,0.5023987088627,0.5040178265048,1.3149438891559,,0.66910472792285
Bavaria,full_training,0.2838999446132,0.3151470336199,0.3042705153334,0.2394128241576,,0.28568257943102504
Overall mean,All experiments,0.6664662643542876,0.7212264375706001,0.7173570926888001,53.922628489090094,22.9165225090192,12.415419281310335
