Target,TL Metric,NHiTS,Transformer,TSMixer,iTransformer
GP2,Jumpstart Zero-Shot [%],4.473400060187327,5.616875441991298,-37.767528894597504,-32.25448502112079
GP2,Jumpstart Short TL [%],-6.406924124889935,5.557209596377466,4.161209727227511,15.464660140248565
GP2,Asymptotic [%],-12.399953846201372,-0.03800109771551208,3.169664624554125,5.840764386292108
ELD,Jumpstart Zero-Shot [%],-41.144708596062266,-0.33601160171180533,-64.20175688284482,-41.24608132839824
ELD,Jumpstart Short TL [%],-46.573487299125475,0.23314591106045057,-2.7049279524451797,19.500425662710974
ELD,Asymptotic [%],-26.745185842259023,0.06692961877523551,-3.1668033616230606,0.8487877344599548
